checkpoint_month,domain,title,description,source,source_url,sort_order
8,cognitive,Reaches for toys and explores objects with mouth,Mapped to CDC 6-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
8,language,Takes turns making sounds,Mapped to CDC 6-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
8,language,Squeals and makes playful sounds,Mapped to CDC 6-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
9,physical,Gets into sitting position,CDC 9-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
9,physical,Sits without support,CDC 9-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
9,physical,Moves objects from one hand to the other,CDC 9-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,3
9,cognitive,Looks for dropped objects,CDC 9-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
9,cognitive,Bangs two objects together,CDC 9-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
9,language,Makes repeated sounds such as 'mamama',CDC 9-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
9,language,Lifts arms to be picked up,CDC 9-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
10,physical,Gets into sitting position,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
10,physical,Sits without support,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
10,physical,Transfers objects between hands,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
10,cognitive,Looks for dropped objects,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
10,cognitive,Bangs objects together,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
10,language,Makes repeated syllable sounds,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
10,language,Uses gestures such as lifting arms,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
11,physical,Gets into sitting position,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
11,physical,Sits without support,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
11,physical,Transfers objects between hands,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
11,cognitive,Looks for dropped objects,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
11,cognitive,Bangs objects together,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
11,language,Makes repeated syllable sounds,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
11,language,Uses gestures such as lifting arms,Mapped to CDC 9-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
12,physical,Pulls up to stand,CDC 12-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
12,physical,Walks holding furniture,CDC 12-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
12,physical,Picks up small items with thumb and finger,CDC 12-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,3
12,cognitive,Puts objects into containers,CDC 12-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
12,cognitive,Looks for hidden objects,CDC 12-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
12,language,Waves bye-bye,CDC 12-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
12,language,Calls a parent a special name,CDC 12-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
12,language,Understands 'no',CDC 12-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,3
13,physical,Pulls to stand,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
13,physical,Cruises holding furniture,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
13,physical,Uses thumb and finger for small items,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
13,cognitive,Puts objects into containers,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
13,cognitive,Searches for hidden objects,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
13,language,Waves,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
13,language,Uses a special parent name,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
13,language,Understands 'no',Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
14,physical,Pulls to stand,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
14,physical,Cruises holding furniture,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
14,physical,Uses thumb and finger for small items,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
14,cognitive,Puts objects into containers,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
14,cognitive,Searches for hidden objects,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
14,language,Waves,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
14,language,Uses a special parent name,Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
14,language,Understands 'no',Mapped to CDC 12-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
15,physical,Takes a few steps independently,CDC 15-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
15,physical,Uses fingers to feed self,CDC 15-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
15,cognitive,Uses familiar objects appropriately,CDC 15-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
15,cognitive,Stacks at least two small objects,CDC 15-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
15,language,Tries 1–2 words besides parent names,CDC 15-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
15,language,Looks at a named familiar object,CDC 15-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
15,language,Points to ask for help,CDC 15-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,3
16,physical,Takes independent steps,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
16,physical,Uses fingers to feed self,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
16,cognitive,Uses familiar objects appropriately,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
16,cognitive,Stacks small objects,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
16,language,Tries words besides parent names,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
16,language,Looks toward named familiar objects,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
16,language,Points for help,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
17,physical,Takes independent steps,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
17,physical,Uses fingers to feed self,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
17,cognitive,Uses familiar objects appropriately,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
17,cognitive,Stacks small objects,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
17,language,Tries words besides parent names,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
17,language,Looks toward named familiar objects,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
17,language,Points for help,Mapped to CDC 15-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
18,physical,Walks independently,CDC 18-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
18,physical,Scribbles,CDC 18-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
18,physical,Drinks from an open cup,CDC 18-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,3
18,physical,Tries using a spoon,CDC 18-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,4
18,cognitive,Copies simple household tasks,CDC 18-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
18,cognitive,Plays with toys in simple ways,CDC 18-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
18,language,Tries 3 or more words besides parent names,CDC 18-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,1
18,language,Follows a one-step direction without gestures,CDC 18-month checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/index.html,2
19,physical,Walks independently,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
19,physical,Scribbles,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
19,physical,Drinks from an open cup,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
19,physical,Tries using a spoon,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,4
19,cognitive,Copies simple household tasks,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
19,cognitive,Plays with toys in simple ways,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
19,language,Tries 3+ words besides parent names,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
19,language,Follows a one-step direction without gestures,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
20,physical,Walks independently,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
20,physical,Scribbles,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
20,physical,Drinks from an open cup,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
20,physical,Tries using a spoon,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,4
20,cognitive,Copies simple household tasks,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
20,cognitive,Plays with toys in simple ways,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
20,language,Tries 3+ words besides parent names,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
20,language,Follows a one-step direction without gestures,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
21,physical,Walks independently,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
21,physical,Scribbles,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
21,physical,Drinks from an open cup,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
21,physical,Tries using a spoon,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,4
21,cognitive,Copies simple household tasks,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
21,cognitive,Plays with toys in simple ways,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
21,language,Tries 3+ words besides parent names,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
21,language,Follows a one-step direction without gestures,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
22,physical,Walks independently,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
22,physical,Scribbles,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
22,physical,Drinks from an open cup,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
22,physical,Tries using a spoon,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,4
22,cognitive,Copies simple household tasks,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
22,cognitive,Plays with toys in simple ways,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
22,language,Tries 3+ words besides parent names,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
22,language,Follows a one-step direction without gestures,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
23,physical,Walks independently,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
23,physical,Scribbles,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
23,physical,Drinks from an open cup,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,3
23,physical,Tries using a spoon,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,4
23,cognitive,Copies simple household tasks,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
23,cognitive,Plays with toys in simple ways,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
23,language,Tries 3+ words besides parent names,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,1
23,language,Follows a one-step direction without gestures,Mapped to CDC 18-month checklist (younger checklist),CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/digital-online-checklist/index.html,2
24,physical,Runs,CDC 2-year checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/2-years.html,1
24,physical,Kicks a ball,CDC 2-year checklist,CDC Learn the Signs. Act Early.,https://www.cdc.gov/act-early/milestones/2-years.html,2
